pickup_flag,user,text
1,morita,"## 利用したサイトでの情報漏洩に関して

掲題の件ですが、忘年会の景品購入で利用したECサイトで情報漏洩が発生したとの連絡がありました。
内容は、以下の通りです。

* [不正アクセスによる個人情報漏えいに関するお詫びとお知らせについて | ＥＣサイト構築・ネット通販総合支援の【Ｅストアー】](https://estore.jp/press/20260801/)
* [不正アクセスによる個人情報漏えいに関するお知らせ（第2報） | ＥＣサイト構築・ネット通販総合支援の【Ｅストアー】](https://estore.jp/press/20260802/)
* [【重要】サーバーへの不正アクセスによる個人情報漏えいの可能性に関するお知らせとお詫び 景品選びの専門店｜景品パーク](https://www.keihin-park.com/hpgen/HPB/entries/18253.html)

漏洩した情報は以下となります。
```
・利用者のメールアドレス
・高田馬場事業所の住所及び電話番号（景品発送先）
```

当該事業所宛への迷惑電話等が考えられますので、ご留意いただきますようお願いいたします。
あわせて、当該事業所以外でも上記サイトを利用されている場合、連絡先が漏洩していると思われますので
ご留意いただきますようお願いいたします。

"
1,morita,"
@channel 

### メールサービス メンテナンス実施に関して

サービス提供会社より下記の通りメンテナンスを実施するとの連絡がありました。

___

1.  実施日時
　2025年1月16日(木)AM1:00～AM3:00

1. 対象ドメイン
　jbd.co.jp
　x1.jbd.co.jp
　x2.jbd.co.jp

1. 作業内容
　システムメンテナンス作業
　
1. 影響範囲
　該当時間帯にメールサービスがご利用いただけない時間がございます。
　※本メンテナンス中、メールのロストはございません。

___

ご迷惑をおかけしますが、よろしくお願いいたします。"
1,r-isahai,"
@channel 
各位

お疲れ様です。AIビジネス砂盃です。
現在、AIビジネスではJBD社内開発プロセスを中心に、AIを用いた業務効率化システム・ツールの検討・開発を進めています。

---
#### JBDNEWSに、AIツールの紹介記事を掲載いたしました
2025年1月号のJBDNEWSに、AIビジネスにて取り組み中のAIを用いた生産性向上について紹介記事を掲載いたしました。
お手元に届きましたら是非、8～9ページの記事もご覧ください。
よろしくお願いいたします。

あわせて、[AI利活用ツールチャンネル](https://chat.jbdcl.com/all/channels/aitools)への参加も引き続き、歓迎しております。
AI利活用ツールチャンネルでは以下のようなことを行っています。
- AIビジネス事業部で作成したツールの紹介
- 各ツールのアップデート情報の告知
- チャンネル参加者からの意見や相談のヒアリング

**チャンネルへ未参加の方は、ぜひアクセス・参加をお願いいたします。**
※スマートフォンの方は、JBDNEWSに掲載の二次元バーコードからアクセスできます。"
1,y-tomizawa,"@channel 
## スマホアプリのMattermostにて、/kinmuが正常表示できない件について

* 2025年1月16日にMattermostモバイルアプリのバージョン2.24.0がリリースされました。
* /kinmuの表示が正常に表示できるようになりましたので、減らした項目を元に戻しました。
* ご不便をおかけして申し訳ございませんでした。"
1,morita,"@channel 

### 【重要】TeamViewerの脆弱性

掲題の件、以下の通り脆弱性が確認されております。

https://forest.watch.impress.co.jp/docs/news/1658548.html

お手数をおかけしますが、各自アップデートをお願いします。
※バージョンの確認より、アップデートが実施できます。

以上 よろしくお願いいたします。"
1,morita,"@channel 

## 【重要】ウィルスバスターWin11 24H2 対応

**本日、対応コンポーネントの提供が始まりました。
サーバへの適応が完了しましたので、随時クライアントへの配信及び適応が実施されます。
本対応に伴うPCの再起動は発生いたしません。
適応後のバージョンは以下の通りです。
```14.0.13150```
**

あわせて、Windows11 24H2 へのアップデートですが、来週末をめどにポリシーでのロックを解除する予定です。

以上 お手数をおかけしますが、よろしくお願いいたします。"
1,mattermost,"
@channel 
## 棚卸・管理シール貼付け確認完了
* 棚卸・管理シール貼付け確認の締切日になりました。
* ご協力ありがとうございました。

## 未実施者について
* 未実施者につきましては、PCの返却をお願い致します。。
* 対象者は[WIKI](https://wiki.jbdcl.com/655c272828cf0e07df5e3b75)に記載しておりますので、確認をお願い致します。
"
1,morita,"@channel 

## 【重要】Windows 11 24H2 対応

**  本日グループポリシーによるロックを解除しました。
次回ログイン時以降、当該バージョンへのアップデートが可能となります。
アップデート後のビルド番号は以下の通りです。
```26100```
**

**24H2 への アップデートは、ウィルスバスターのアップデート後の実施をお願いします。**

以上 お手数をおかけしますが、よろしくお願いいたします。"
0,r-koyama,"| ジョブ名 | 実行ステータス | 開始時間(ローカル) | 終了時間(ローカル) | 実行時間 |
| --- | --- | --- | --- | --- |
| randevu-prd-general-remote-can-rob-EB03 | 成功 | 02/09/2025 08:45:05 | 02/09/2025 08:49:50 | 5分間 |
| randevu-prd-general-remote-can-rob-EB03 | 成功 | 02/09/2025 07:41:52 |   02/09/2025 07:45:46   | 4分間 |
| ・・・ | ・・・ | ・・・ | ・・・ | ・・・ |
"
1,yano,"@channel 
各位

お疲れ様です。
矢野です。

GoldStone採算でレスポンスが悪化し、システムエラーが表示される状況が発生しています。

　＃ログインはできるものの、各メニューボタンをクリックした際に遷移しない状況です。

現在、状況を確認中です。
また、今後、緊急のサービス停止を行う可能性がありますので、
しばらくの間、利用を控えていただけると助かります。

ご迷惑をおかけいたしますが、
何卒よろしくくお願いいたします。"
1,mattermost,"@channel 

## JBD内部用Web会議の改定のお知らせ　2025/02/22 15:30から

これまでＪＢＤ内部用のＷｅｂ会議システムは、社内ＶＰＮ接続を行い利用しておりました。
サービス向上のために、AWS委員会で協議し、インターネット公開することにしました。
新サービスの利用は、2025/02/22 15:30から提供します。

### 改善点

* インターネット公開することにより、ＬＤＡＰ認証（ＪＢＤ基盤のＩＤ／ＰＡＳＳ）で利用が可能
* 画面サイズをＦＵＬＬサイズに変更
* 詳細は、[1210_13_jitsiの使い方](https://wiki.jbdcl.com/67b3e7d89ff03c06b0d077d6) 　`作成中` を参照してください。

### 注意点

* 接続先のURLが変わりますので、URLをコピーして実施されている方は、再度URLの発行をお願い致します。
"
0,mattermost,"@channel
## 高田馬場の停電作業開始のお知らせ

* 高田馬場停電作業を開始します。
* 対象機器は、以下のものになります。

　

|機器名|対象有無|
|-|-|
|ドメインコントローラ|○|
|開発サーバ|-|
|プロジェクトフォルダ|-|
|SVN|-|
|VPN接続|-|
|インタネット|○|
|WIFI接続|○|
|プリンタ印刷|○|
|拠点からの接続|○|
|電話|○|
|冷蔵庫|○|
"
0,mattermost,"@channel
## 高田馬場の停電復旧完了のお知らせ

* 高田馬場停電復旧が完了しました。
* 対象機器は、以下のものになります。

　

|機器名|動作確認|
|-|-|
|ドメインコントローラ|:sumi:|
|開発サーバ|-|
|プロジェクトフォルダ|-|
|SVN|-|
|VPN接続|-|
|インタネット|:sumi:|
|WIFI接続|:sumi:|
|プリンタ印刷|:sumi:|
|拠点からの接続|:sumi:|
|電話|:sumi:|
|冷蔵庫|:sumi:|
"
0,mattermost,"@channel 
## JBD内部用Web会議の改定のお知らせ

* 新サービスへの入れ替え完了いたしました。
* 右上のボタンを押下すると新サービスのリンクが払い出されます。
"
1,mattermost,"## JBD内部用Web会議 不具合発生

* JBD内部用Web会議ですが、現在不具合が発生し、サービスが利用できません。
* 現在原因を調査しております。
* 復旧致しましたら再度連絡させていただきます。
* 大変申し訳ございません。"
0,mattermost,"@channel 
## JBD内部用Web会議 不具合解消

* システムの再起動を実施し、サービスが復旧されました。
* 正常にサービスを利用できるとこが確認できました。
* 大変お騒がせ致しました。"
1,a-miyabayashi,"@channel 
ビル管理会社より下記ご案内がありましたのでお知らせいたします。

### 【京橋事業所】

### JR京橋駅NKビルの電源工事による全館停電のご案内（2025年3月2日）

| 項目     | 内容                         |
| -------- | ---------------------------- |
| 停電開始時刻 | 2025年 3月 1日（土） 14:00 |
|停電終了時刻 | 2025年 3月 3日（月） 8:30頃 |
| 作業内容 | 電源工事         |

### 影響の連絡

| 項目                         | 影響有無   |
| ---------------------------- | ---------- |
| 停電拠点のネットワーク接続   | あり       |
| 停電拠点のプリンタ印刷       | あり       |
| VPNの利用                    | なし       |
| プロジェクトフォルダーの利用 | なし       |
| プロジェクトサーバーの利用   | なし       |
| 電話交換機の切断             | あり       |

### 注意事項

| 注意事項                                                                                  　|
| ----------------------------------------------------------------------------------------- |
| 全館停電のため、作業終了までは館内の電気は使用できません。                                　|
| 作業開始前までにパソコン等の電気設備電源をOFFに願います。また、コンセントも抜いてください。 |
| 冷蔵庫も停止してしまいます。溶けるもの腐ってしまうものは回収してください。              　  |
| 停電中はエレベーターの使用はできません。                                                  　|
| 停電中は断水するため、トイレ等の使用はできません。                                        　|
| 停電の際には、在館者へ周知いたします。                                                    　|
| 点検作業が終了次第、復電いたします。                                                        |
| 天候等により延期する事があります。   

**※冷蔵庫内の私物につきまして、停電前に回収をお願いします。**                                           |

復旧作業後、SS近澤事業部長より作業完了の通知をさせていただきます。
ご不明な点等ございましたら経営管理本部 宮林 までお申し付けください。 "
0,m-chikazawa,"@channel 
京橋事業所の停電作業開始のお知らせ
----------------------------------

**・京橋事業所停電作業を開始します。**
**・対象機器は、以下のものになります。**
　

| 機器名         | 対象有無    |
| -------------- | ----------- |
| ドメインコントローラ | ○ |
| 開発サーバ | - |
| プロジェクトフォルダ | - |
| SVN | - |
| VPN接続 | - |
| インタネット | ○ |
| WIFI接続 | ○ |
| プリンタ印刷 | ○ |
| 拠点からの接続 | ○ |
| 電話 | ○ |
| 冷蔵庫 | ○ |

**なお、復旧作業は、３月3日　８：３０頃を予定しております。**"
0,m-chikazawa,"
京橋事業所の停電復旧完了のお知らせ
----------------------------------

**・京橋事業所停電復旧が完了しました。**
**・対象機器は、以下のものになります。**
　

| 機器名         | 対象有無    |
| -------------- | ----------- |
| ドメインコントローラ | :sumi: |
| 開発サーバ | - |
| プロジェクトフォルダ | - |
| SVN | - |
| VPN接続 | - |
| インタネット | :sumi: |
| WIFI接続 | :sumi: |
| プリンタ印刷 | :sumi: |
| 拠点からの接続 | :sumi: |
| 電話 | :sumi: |
| 冷蔵庫 | :sumi: |
"
1,a-miyabayashi,"@channel 
（再投稿）ビル管理会社より下記ご案内がありましたのでお知らせいたします。

### 【大阪本社】

### 高圧受変電設備の精密点検、機器取替作業による全館停電のご案内（2025年4月20日）

| 項目     | 内容                         |
| -------- | ---------------------------- |
| 停電開始時刻 |2025年4月19日 （土) 10:00  |
|停電終了時刻 | 2025年4月20日（日）17:00 |
| 作業内容 | 高圧受変電設備の精密点検、機器取替作業     |

### 影響の連絡

| 項目                         | 影響有無   |
| ---------------------------- | ---------- |
| 停電拠点のネットワーク接続   | あり       |
| 停電拠点のプリンタ印刷       | あり       |
| VPNの利用                    | あり       |
| プロジェクトフォルダーの利用 | なし       |
| プロジェクトサーバーの利用   | あり       |
| 電話交換機の切断             | あり       |
| ファイルサーバの利用         | あり       |
| webs.jbd.jp 経由のアクセス   | あり       |
| JBD meet                     | あり       |
| Zaion、X-Point               | あり       |

* プロジェクトサーバーの利用が影響ありの場合
  * 各プロジェクトの管理者が停電日までにプロジェクトサーバーの電源を切ってください。
  * プロジェクトサーバーの電源が切られていない場合は、復旧作業時に復旧いたしません。

### 注意事項

| 注意事項                                                                                  　|
| ----------------------------------------------------------------------------------------- |
| 全館停電のため、作業終了までは館内の電気は使用できません。                                　|
| 作業開始前までにパソコン等の電気設備電源をOFFに願います。また、コンセントも抜いてください。 |
| 冷蔵庫も停止してしまいます。溶けるもの腐ってしまうものは回収してください。              　  |
| 停電中はエレベーターの使用はできません。                                                  　|
| 停電中は断水するため、トイレ等の使用はできません。                                        　|
| 停電の際には、在館者へ周知いたします。                                                    　|
| 点検作業が終了次第、復電いたします。                                                        |
| 天候等により延期する事があります。   

**※冷蔵庫内の私物につきまして、停電前に回収をお願いします。**                                           |

復旧作業後、大阪経管/森田さんより作業完了の通知をさせていただきます。
ご不明な点等ございましたら大阪経管/森田さん までお申し付けください。 "
1,mattermost,"@channel 

### 会議室の備品持ち出しについて

* 会議室に設置しているスピーカーなどを持ち出されているケースが散見されます。
* 会議室の設備を持ち出さないでください。
* 大阪本社および五反田では、お客様訪問時に持参することとの相談があり、別途購入を行い、GroupSessionの施設予約で貸出をするようにしております。
* お客様訪問などで必要な拠点については、事業部長経由で相談頂ければ、購入を検討します。
"
1,r-isahai,"@channel 
各位

お疲れ様です。AIビジネス事業部の砂盃です。
現在、AIビジネス事業部ではJBD社内開発プロセスを中心に、AIを用いた業務効率化システム・ツールの検討・開発を進めています。

---
#### 会議音声から文字起こしするツールをリリースしました
音声・動画ファイルをアップロードし、文字起こしを行うツールをリリースいたしました。
JBD社員は社内基盤のアカウントと連携し、すでに利用可能となっております。
  
アクセス方法・利用方法はAI利活用ツールチャンネルから、ご確認お願いいたします。
- [caitayo（旧：音声文字起こしツール）リリース情報 v1.0.0](https://chat.jbdcl.com/all/pl/p4gd55kjgtfj3d5qxifxpd8zde)  

また、AIビジネスで開発中の他のツールの紹介や、今回リリースしたcaitayoのアップデート情報なども、
[AI利活用ツールチャンネル](https://chat.jbdcl.com/all/channels/aitools)で実施していきます。

**チャンネルへ未参加の方は、ぜひアクセス・参加をお願いいたします。**"
1,morita,"@channel 

お疲れ様です。

#### Office 2016 のアップデートに関して

以下の通り、Office 2016 で不具合が確認されております。
アップデートがまだの方はご注意ください。

[Excel 2016 が強制終了してしまう ](https://answers.microsoft.com/ja-jp/msoffice/forum/all/excel-2016/226d931d-5e8e-4b3d-99d7-4c976a86bb94)

"
0,morita,"@channel 

修正されました。

[2025 年 4 月 10 日、Office 2016 の更新プログラム (KB5002623) - Microsoft サポート](https://support.microsoft.com/ja-jp/topic/2025-%E5%B9%B4-4-%E6%9C%88-10-%E6%97%A5-office-2016-%E3%81%AE%E6%9B%B4%E6%96%B0%E3%83%97%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%A0-kb5002623-d60c1f31-bb7c-4426-b8f4-69186d7fc1e5 ""support.microsoft.com"")

『この更新プログラムは、Microsoft Word、Microsoft Excel、および Microsoft Outlook の応答を停止させる?[KB 5002700](https://support.microsoft.com/topic/5002700 ""support.microsoft.com"")の既知の問題を修正します。?

**注:**?Office 2016 スイート全体を稼働状態に復元するには、更新プログラム KB 5002700 と KB 5002623の両方がインストールされている必要があります。』"
0,morita,"@channel 

##### Windows Updateでブラウザの標準フォント変わります。

https://forest.watch.impress.co.jp/docs/serial/yajiuma/2006058.html
"
0,morita,"@channel 


[【大阪本社】
高圧受変電設備の精密点検、機器取替作業による全館停電](https://chat.jbdcl.com/all/pl/6wfdr9s4z3nb9porbibrnayfqw)

こちら、今週末です。
ご留意ください。
"
0,mattermost,"@channel
## 肥後橋の停電作業開始のお知らせ

* 肥後橋停電作業を開始します。
* 対象機器は、以下のものになります。

　

|機器名|対象有無|
|-|-|
|ドメインコントローラ|○|
|開発サーバ|○|
|プロジェクトフォルダ|○|
|SVN|○|
|VPN接続|○|
|インタネット|○|
|WIFI接続|○|
|プリンタ印刷|○|
|拠点からの接続|○|
|電話|○|
|冷蔵庫|○|
"
0,inui,何時ごろ復活する？
0,mattermost,"@channel
## 肥後橋の停電復旧完了のお知らせ

* 肥後橋停電復旧が完了しました。
* 対象機器は、以下のものになります。

　

|機器名|動作確認|
|-|-|
|ドメインコントローラ|:sumi:|
|開発サーバ|:sumi:|
|プロジェクトフォルダ|:sumi:|
|SVN|:sumi:|
|VPN接続|:sumi:|
|インタネット|:sumi:|
|WIFI接続|:sumi:|
|プリンタ印刷|:sumi:|
|拠点からの接続|:sumi:|
|電話|:sumi:|
|冷蔵庫|:sumi:|
"
0,mattermost,"### Mattermsotのバージョンアップ完了

* MattemostのEOLに向かいバージョンアップを実施しました。

||Mattermost|EOL|
|-|-|-|
|旧|V9.11.4 | 2025/05/15|
|新|V10.5.3| 2025/11/15|

* 次回は、2025/11/15までにバージョンアップを実施します。
"
0,s-kusumoto,"@channel

SSL証明書の更新作業のご案内
---------------

*   6月24日(火)、下記の日程・時間帯でSSL証明書の更新作業を実施いたします。
*   数分間の業務支障の発生が予測されます。

| 項目 | 設定値 |
| --- | --- |
| 開始日時 | 2024/06/24 12:00 |
| 終了予定日時 | 2024/06/24 13:00 |
| 影響 | 数分間の業務支障の発生 |

*   下記の表にて各サービスへの作業状況を記載・更新いたします。

| service | 状況 |  | service | 状況 |
| --- | --- | --- | --- | --- |
| ticket |  |  | exchange |  |
| toppangm |  |  | chat |  |
| meeting |  |  | gs |  |
| bslcc |  |  | newbiz |  |
| wiki |  |  | git |  |
| lms |  |  | svn |  |
| mm |  |  |  |  |"
0,mattermost,"|登録者|勤務状況|登録日|
|-|-|-|
|@t-miyata|:zai_kyaku:|2025/05/27 08:24|
"
0,mattermost,"|登録者|勤務状況|登録日|
|-|-|-|
|@k-kimu|:zai_kyaku:|2025/05/27 08:55|
"
1,y-tomizawa,"@all 

## JBD会議ツール(JBDMeet)の更新作業

* 社内基盤としてJBD会議ツールを提供しております。
* 今までは、社内基盤のアカウントを提供している方しか利用できませんでしたが、外部の方も利用できるように機能を更新します。
* これにより、JBD基盤ユーザが、主催者になることで、お客様とも会議を行うことができるようになります。
* 詳しくはこちらを参考にしてください。(https://wiki.jbdcl.com/67b3e7d89ff03c06b0d077d6)
* 上記更新作業を行うため、以下の時間サービスを停止させていただきます。
* お手数おかけいたしますが、ご協力の程よろしくお願いいたします。

|||
|-|-|
|作業時間|2025/06/02 12:00～13:00|
"
0,y-tomizawa,"@all 
## JBD会議ツール(JBDMeet)の更新作業完了

* JBD会議ツールの更新作業完了致しました。
* 利用手順につきましてはWIKIに記載しております。
  * https://wiki.jbdcl.com/67b3e7d89ff03c06b0d077d6
* ご協力の程ありがとうございました。"
1,s-kusumoto,"@channel 
SSL証明書の更新作業のご案内
---------------

*   本日、以前にも通知しておりました通り下記の時間帯でSSL証明書の更新作業を実施いたします。
*   数分間の業務支障の発生が予測されます。

| 項目 | 設定値 |
| --- | --- |
| 開始日時 | 2024/06/24 12:00 |
| 終了予定日時 | 2024/06/24 13:00 |
| 影響 | 数分間の業務支障の発生 |

*   下記の表にて各サービスへの作業状況を記載・更新いたします。

| service | 状況 |  | service | 状況 |
| --- | --- | --- | --- | --- |
| ticket |  |  | exchange |  |
| toppangm |  |  | chat |  |
| meeting |  |  | gs |  |
| bslcc |  |  | newbiz |  |
| wiki |  |  | git |  |
| lms |  |  | svn |  |
| mm |  |  |  |  |"
0,s-kusumoto,"@channel 
# SSL証明書の更新作業のご案内

| 項目 | 設定値 |
| ------------ | ---------------------- |
| 開始日時 | 2025/06/24 12:00 |
| 終了予定日時 | 2025/06/24 13:00 |
| 影響 | 数分間の業務支障の発生 |

SSL証明書の更新作業について
これからSSL証明書の更新作業を実施いたします。
数分間の業務支障の発生が予測されます。
下記の表にて各サービスへの作業状況を記載・更新いたします。

| service | 状況 | | service | 状況 |
| -------- | ---- | --- | -------- | ---- |
| ticket | :sumi:| | exchange |:sumi:  |
| toppangm |:sumi: | | chat |:sumi:  |
| meeting |-- | | gs |:sumi:  |
| bslcc |-- | | newbiz |:sumi:  |
| wiki |:sumi:  | | git |:sumi:  |
| lms |:sumi:  | | svn |:sumi: |
| mm |:sumi:  | | redmine |:sumi: |
| naccs |:sumi:  |  |jbdmeet|:sumi: |
| meetdraw |:sumi:||ailogin|--|
|meet-uat|:sumi:||meet-license|:sumi:|
|meet-cunstomer|:sumi:||meet|:sumi:|"
0,s-kusumoto,"上記につきまして対応に時間がかかってしまっています。
申し訳ございません。完了まで今しばらくお待ちください。"
0,s-kusumoto,"@channel 
SSL証明書の更新作業完了のご案内
===============

| 項目 | 設定値 |
| --- | --- |
| 開始日時 | 2025/06/24 12:00 |
| 終了予定日時 | 2025/06/24 13:00 |
| 影響 | 数分間の業務支障の発生 |

SSL証明書の更新作業について作業完了いたしました。
時間がかかってしまい申し訳ありません。
ailoginについて我々では対応できないものでしたので開発の担当者に実施していただきました。

| service | 状況 |  | service | 状況 |
| --- | --- | --- | --- | --- |
| ticket | :sumi: |  | exchange | :sumi: |
| toppangm | :sumi: |  | chat | :sumi: |
| gs | :sumi: | | newbiz | :sumi: |
| wiki | :sumi: |  | git | :sumi: |
| lms | :sumi: |  | svn | :sumi: |
| mm | :sumi: |  | redmine | :sumi: |
| naccs | :sumi: |  | jbdmeet | :sumi: |
| meetdraw | :sumi: |  | ailogin | :sumi: |
| meet-uat | :sumi: |  | meet-license | :sumi: |
| meet-cunstomer | :sumi: |  | meet | :sumi: |"
0,itasaka,"@ry-hanada @r-fujieda @m-kosaka cc: @k-takeda 
本日は武田さんが出席されるかもしれませんので、14時からは下記の会話でお願いします。
"
0,itasaka,"了解しました。では、\*\*Amazon Linux 2 上で GitLab Runner を Docker Compose を使って起動・管理する手順（Docker executor 利用）\*\*を以下に詳しく説明します。

---

## ?? GitLab Runner（Docker executor）を Docker Compose で構築する手順

### ? 前提条件

* Amazon Linux 2（EC2 など）
* GitLab の URL（例：`https://gitlab.example.com`）
* Specific Runner 用の Registration Token（GitLabプロジェクトから取得）
* セキュリティグループで HTTPS (443)、必要に応じて SSH (22) を許可

---

## ?? 手順概要

1. Docker & Docker Compose をインストール
2. GitLab Runner 用ディレクトリ構成を作成
3. `docker-compose.yml` を作成
4. `config.toml` を初期生成・編集
5. Runner を GitLab に登録
6. Docker Compose で起動

---

### ① Docker および Docker Compose のインストール

```bash
# Docker インストール
sudo amazon-linux-extras enable docker
sudo yum install -y docker
sudo systemctl enable docker
sudo systemctl start docker

# 現ユーザーを docker グループに追加（再ログイン必要）
sudo usermod -aG docker ec2-user

# Docker Compose インストール
sudo curl -L ""https://github.com/docker/compose/releases/latest/download/docker-compose-$(uname -s)-$(uname -m)"" -o /usr/local/bin/docker-compose
sudo chmod +x /usr/local/bin/docker-compose
```

---

### ② ディレクトリ作成

```bash
mkdir -p ~/gitlab-runner/config
cd ~/gitlab-runner
```

---

### ③ `docker-compose.yml` を作成

```yaml
# ~/gitlab-runner/docker-compose.yml

version: '3'

services:
  gitlab-runner:
    image: gitlab/gitlab-runner:latest
    container_name: gitlab-runner
    restart: always
    volumes:
      - ./config:/etc/gitlab-runner
      - /var/run/docker.sock:/var/run/docker.sock
```

---

### ④ GitLab Runner を登録（初期 config.toml 生成）

```bash
docker run --rm -it \
  -v ""$(pwd)/config"":/etc/gitlab-runner \
  -v /var/run/docker.sock:/var/run/docker.sock \
  gitlab/gitlab-runner register
```

#### 登録時のプロンプト例：

```
Enter the GitLab instance URL: https://gitlab.example.com/
Enter the registration token: <GitLabで取得したRegistration Token>
Enter a description for the runner: aws-compose-runner
Enter tags for the runner (comma-separated): docker,aws
Enter executor: docker
Enter the default Docker image: alpine:latest
```

完了後、`~/gitlab-runner/config/config.toml` が生成されます。

---

### ⑤ Runner を起動

```bash
docker-compose up -d
```

---

### ⑥ 動作確認

```bash
docker ps   # コンテナが起動しているか確認
```

GitLab の該当プロジェクト → `Settings > CI/CD > Runners` の一覧に、新しい Runner が表示されていれば成功です。

---

## ?? セキュリティ補足

* `docker.sock` を共有しているため、Runner がホスト上の Docker にフルアクセスできる点に留意（信頼できるジョブのみ実行させること）。
* `volumes` を最小限にし、不用意なホストディレクトリを渡さないようにする。

---

## ?? オプション：自動起動設定

Docker Compose は再起動設定があるので、OS再起動後も自動起動されます。

```yaml
    restart: always
```

---

必要であれば、複数Runnerの登録・タグ戦略・Docker executorのカスタムオプション（キャッシュ共有、サービス設定など）も説明できますので、お気軽にどうぞ。
"
0,itasaka,"承知しました。以下では、**Docker Composeを使ったGitLab Runnerの運用における複数Runnerの登録、タグ戦略、Docker executorのカスタムオプション**（キャッシュ共有、サービス設定など）をそれぞれ丁寧に解説します。

---

## ? 1. 複数 Runner の登録と運用

GitLab Runner は、**1つの `gitlab-runner` コンテナ** で **複数の Runner**（=登録単位）を管理できます。
それぞれの Runner 定義は `/etc/gitlab-runner/config.toml` に複数の `[runners]` セクションとして記述されます。

### ?? 複数登録するには

2回目以降も同じように `docker run --rm ... gitlab-runner register` を繰り返せばOKです。
すると `config.toml` に複数の `[runners]` が追加されていきます。

```bash
# 2つ目以降のRunner登録
docker run --rm -it \
  -v ""$(pwd)/config"":/etc/gitlab-runner \
  -v /var/run/docker.sock:/var/run/docker.sock \
  gitlab/gitlab-runner register
```

---

## ? 2. タグ戦略（タグでRunnerを使い分ける）

### ?? タグの目的：

* **特定のRunnerを特定のジョブだけに使いたい**
* **環境（例：aws、gcp）や用途（build、test）別にジョブをルーティングしたい**

### ?? `.gitlab-ci.yml` での使い方：

```yaml
job_build:
  script:
    - make build
  tags:
    - aws
    - docker

job_test:
  script:
    - make test
  tags:
    - gcp
```

### ?? ヒント：

* `tags` が一致しないとそのRunnerはジョブを拾いません。
* Shared Runner と違って Specific Runner にタグをつけないと基本的に何も実行しません。

---

## ? 3. Docker executor のカスタムオプション

`config.toml` の各 `[runners.docker]` セクションで細かい設定が可能です。

### ?? キャッシュ共有（volumes でホストと共有）

```toml
[runners.docker]
  image = ""alpine:latest""
  volumes = [""/cache""]  # GitLabが推奨するCIキャッシュ用
```

* `/cache` はGitLab CIのキャッシュ機能が使うディレクトリ。
* これでジョブ間でのキャッシュ共有（例：`~/.m2`、`node_modules`）が可能。

---

### ?? サービス設定（例：PostgreSQLやRedisをCI時に同時起動）

```toml
[runners.docker]
  image = ""node:18""
  services = [""postgres:13"", ""redis:6""]

  # 環境変数なども指定可能
  environment = [
    ""POSTGRES_DB=testdb"",
    ""POSTGRES_USER=testuser"",
    ""POSTGRES_PASSWORD=secret""
  ]
```

`.gitlab-ci.yml` のジョブ内で localhost:5432 等で接続可能になります。

---

### ?? コンテナ内のホスト名やDNS設定

```toml
[runners.docker]
  extra_hosts = [""host.docker.internal:host-gateway""]
```

Docker 20.10+ の機能で、**Runnerコンテナからホストへ名前解決**できるようにする設定。外部サービスへの疎通確認や、ローカルミラー使用時に便利。

---

## ? 4. `config.toml` の複数Runner例（参考）

```toml
[[runners]]
  name = ""aws-runner-node""
  url = ""https://gitlab.example.com""
  token = ""xxxxxxxx""
  executor = ""docker""
  [runners.docker]
    image = ""node:18""
    services = [""mongo:6""]
    volumes = [""/cache""]
    environment = [""NODE_ENV=ci""]
    pull_policy = ""if-not-present""
    privileged = false
  tags = [""node"", ""aws""]

[[runners]]
  name = ""aws-runner-python""
  url = ""https://gitlab.example.com""
  token = ""yyyyyyyy""
  executor = ""docker""
  [runners.docker]
    image = ""python:3.10""
    volumes = [""/cache""]
    pull_policy = ""always""
  tags = [""python"", ""aws""]
```

---

## ? 補足

* **Runnerを追加したら、`docker-compose restart` で設定反映**
* **volumeの `/cache` はホストとマウントして使うなら永続化を検討**
* **services で複数コンテナ連携したテストが可能（例：アプリ＋DB）**

---

必要があれば `config.toml` をテンプレート化する方法や、CIテンプレートベースで複数プロジェクトに展開する戦略もお手伝いできます！
"
1,morita,"@all 

####   :warning: フィッシングサイト 注意喚起  :warning: 

各位

amazon を語るフィッシングサイトのメールの受信を複数確認しております。
以下、件名です。
メール本文のリンクを不用意にクリックしないようご留意ください。
  
**お客様アカウントに関する重要なセキュリティ通知が確認されたため注文処理を保留しています**
**お客様アカウントに関する重要なセキュリティ通知を確認するための本人認証が必要です**
**アカウントの安全確保のための重要な確認依頼が検出されたため至急のご対応が必要です**
**アカウントの安全確保のための重要な確認依頼が確認されたため注文処理を保留しています**
  
確認が必要な場合、メールのリンクではなくサイトへ直接アクセスしてご確認ください。"
0,mattermost,"|登録者|勤務状況|開始時間|終了時間|
|-|-|-|
|@t-yoshida|:otukare2:|2025/09/10 08:38|2025/09/10 18:02|
"
0,mattermost,"|登録者|勤務状況|開始時間|終了時間|
|-|-|-|
|@m-sakamoto|:otukare2:|2025/09/10 09:00|2025/09/10 18:27|
"
