date,frame,sell_amount,buy_amount,contracted_amount,tokyo_price
2025/1/29,34,24536600,22131400,17340300,14.4
2025/1/29,35,23662000,22289150,17560550,15.45
2025/1/29,36,23684300,22536250,17764350,15.04
2025/1/29,37,23904600,22621550,17962200,16.32
2025/1/29,38,24328050,22645450,17959400,16.15
2025/1/29,39,24562600,22323450,17745000,15.75
2025/1/29,40,24703850,22304000,17721650,16
2025/1/29,41,24492700,22097150,17415350,16.53
2025/1/29,42,24611300,21825800,17159800,16.33
2025/1/29,43,24523300,21664650,16723000,14.39
2025/1/29,44,25155850,21261700,16525900,14.06
2025/1/29,45,25335200,20627100,16173100,14.37
2025/1/29,46,25649100,20282550,16108350,13.68
2025/1/29,47,25083400,19669700,15991800,13.49
2025/1/29,48,24326350,18420200,15603100,11.67
2025/1/30,1,23341150,19565950,16361500,12.73
2025/1/30,2,24906850,19558850,16286550,12.46
2025/1/30,3,25118200,19246750,15985150,12.06
2025/1/30,4,24616900,18949750,15822100,12.26
2025/1/30,5,24550500,18747350,15861450,12.46
2025/1/30,6,24310650,18689650,15845250,12.26
2025/1/30,7,24209200,19094550,16090950,12.26
2025/1/30,8,24354150,19046450,16062900,12.46
2025/1/30,9,24412450,19098400,16107050,12.43
2025/1/30,10,24394550,19247100,15908750,12.56
2025/1/30,11,24681500,19746450,16244800,12.73
2025/1/30,12,24090100,20094000,16217550,13.28
2025/1/30,13,22854450,20039500,15995000,13.53
2025/1/30,14,22499600,21393450,16383400,15.95
2025/1/30,15,23045300,22323050,17069550,16.36
2025/1/30,16,23669400,22785450,17572350,15.6
2025/1/30,17,24896200,23457250,18376150,14.97
2025/1/30,18,25913800,24369900,19303350,14.38
2025/1/30,19,28481900,26602350,21094750,17
2025/1/30,20,30686700,26469550,21520450,14.09
2025/1/30,21,32523150,25898250,22005750,12.69
2025/1/30,22,34046150,25805450,22308900,11.67
2025/1/30,23,34708100,26178300,22312950,11.41
2025/1/30,24,34947650,26309200,22191300,10.54
2025/1/30,25,35440550,24975100,21833450,9.12
2025/1/30,26,35468300,24554000,21765150,8.9
2025/1/30,27,34686800,25405800,21657550,10.54
2025/1/30,28,33580450,25345550,21403650,11.42
2025/1/30,29,32696450,24920650,20953200,11.7
2025/1/30,30,31585400,24535600,20495750,12.74
2025/1/30,31,29652050,23143700,19896300,12.82
2025/1/30,32,27953150,23003050,19322450,13.66
2025/1/30,33,25556550,22195250,18097450,14.18
2025/1/30,34,23390750,22818500,17860300,17
2025/1/30,35,23404000,23360450,18465800,17.36
2025/1/30,36,23321650,23432850,18728400,17.91
2025/1/30,37,23423650,23582800,18745400,17.99
2025/1/30,38,23884650,23437050,18737300,17.29
2025/1/30,39,24286450,23276550,18615600,16.34
2025/1/30,40,24401500,23063550,18457400,15.6
2025/1/30,41,24536100,23031950,18152100,16.34
2025/1/30,42,24870650,22734750,17847450,15.6
2025/1/30,43,24911200,22658400,17566250,14.83
2025/1/30,44,25895900,21943600,17240500,14.18
2025/1/30,45,26267850,21470400,16972950,14.39
2025/1/30,46,26094050,20469650,16927950,13.59
2025/1/30,47,25579100,19979250,16768700,12.83
2025/1/30,48,24639350,18670800,16471900,11.41
2025/1/31,1,22280000,19661000,16119450,13.23
2025/1/31,2,23406800,19738600,15707650,12.9
2025/1/31,3,23632350,19915300,15585250,12.68
2025/1/31,4,23706800,19666150,15574250,12.46
2025/1/31,5,23518100,19426300,15652100,12.46
2025/1/31,6,23435900,19616000,15976800,12.46
2025/1/31,7,23280250,19958750,16081700,12.46
2025/1/31,8,23201450,20196650,16119300,13
2025/1/31,9,23168450,20209900,16013700,12.87
2025/1/31,10,23369250,20266250,15948850,13
2025/1/31,11,22945600,20592200,15910350,13.59
2025/1/31,12,22393700,20786950,15895700,13.56
2025/1/31,13,21503550,20449300,15807600,14.27
2025/1/31,14,21616050,21517150,16199150,16.69
2025/1/31,15,22255300,22198800,16851550,17.95
2025/1/31,16,23020100,22985850,17574000,16.69
2025/1/31,17,25273550,24808250,19548950,15.06
2025/1/31,18,26534100,25081050,20326650,14.37
2025/1/31,19,29959050,27039150,21655500,14.94
2025/1/31,20,31473950,25698850,21646600,13.19
2025/1/31,21,33565700,26275500,21970300,12.63
2025/1/31,22,35139800,26601050,22213000,12.33
2025/1/31,23,35577250,27054950,22244000,12
2025/1/31,24,35891100,26897400,22304100,11.28
2025/1/31,25,36418900,27005200,22303750,10.54
2025/1/31,26,36344750,26967700,22148400,10.54
2025/1/31,27,35425850,27327200,21642550,11
2025/1/31,28,34315050,26824850,21337550,12.46
2025/1/31,29,33358150,26264750,20864800,12.89
2025/1/31,30,32220900,25344050,20253250,13.09
2025/1/31,31,30703500,23165350,19477650,13.2
2025/1/31,32,28652150,23286850,18614450,13.9
2025/1/31,33,26075600,22378700,17792400,14.26
2025/1/31,34,23832250,22536750,17715450,15.6
2025/1/31,35,23914300,23101500,18112750,17.29
2025/1/31,36,23733600,23264250,18150400,16.21
2025/1/31,37,23583150,23337100,17966400,17.29
2025/1/31,38,23974100,23310800,17972700,17.29
2025/1/31,39,24088350,23368850,18120600,17
2025/1/31,40,24247000,23027350,17875050,16.52
2025/1/31,41,24241150,22861700,17538450,16.09
2025/1/31,42,24404200,22571150,17355700,16
2025/1/31,43,24546150,22335800,17385400,14.55
2025/1/31,44,25032900,21906600,17183150,14.13
2025/1/31,45,25738350,21902400,17065750,14.26
2025/1/31,46,25866100,21460300,17194950,13.59
2025/1/31,47,25314300,20915050,17031450,13.29
2025/1/31,48,24242000,19528200,16238050,12.46
2025/2/1,1,22683200,19708500,15760500,12.91
2025/2/1,2,24051000,19975550,15636450,12.04
2025/2/1,3,24292650,19937100,15228650,12.15
2025/2/1,4,24364850,19867900,15236000,12.45
2025/2/1,5,24167700,19590200,15136800,12.76
2025/2/1,6,23618700,19606550,15299150,13.18
2025/2/1,7,23574550,19724650,15227900,13.41
2025/2/1,8,23660450,19702100,15324950,13.25
2025/2/1,9,23825150,19638300,15176350,13.04
2025/2/1,10,24252250,19583300,15111250,13.04
2025/2/1,11,24545200,19362900,15094300,12.11
2025/2/1,12,25398500,19667650,15306200,12.24
2025/2/1,13,24994150,19848300,15579100,12.91
2025/2/1,14,24795500,20596150,15850100,13.18
2025/2/1,15,25248000,21274850,16104650,13.82
2025/2/1,16,25668200,21903350,16716150,13.85
2025/2/1,17,25929600,22485100,17277300,13.64
2025/2/1,18,27631650,23357950,18138050,12.85
2025/2/1,19,29582700,25215600,19016100,13.67
2025/2/1,20,31323450,26241100,19879350,13
2025/2/1,21,32446750,25397700,18995000,12.03
2025/2/1,22,33844400,25436050,19367800,11.32
2025/2/1,23,34746400,25509150,19523900,10.47
2025/2/1,24,35140100,25204450,19725450,10.36
2025/2/1,25,35581900,25086450,19520150,9.76
2025/2/1,26,35961150,24892350,19388500,9.52
2025/2/1,27,35475250,24934250,19281750,10.1
2025/2/1,28,34822350,24477800,18891700,10.47
2025/2/1,29,33846250,23204550,18334200,10.47
2025/2/1,30,32862200,22712950,17864050,11.65
2025/2/1,31,31688000,21483550,17026750,11.65
2025/2/1,32,30637200,20966450,16336900,12.05
2025/2/1,33,29209300,20714000,16552300,12.56
2025/2/1,34,27715500,20645850,16307700,13.93
2025/2/1,35,26723750,20837300,16032050,14.2
2025/2/1,36,25960850,21410000,16246850,14.52
2025/2/1,37,25955450,21499900,16259550,14.52
2025/2/1,38,26213500,21593800,16188050,14.69
2025/2/1,39,25989250,21472450,16193800,14.58
2025/2/1,40,26314100,21329200,16103000,14.38
2025/2/1,41,26705100,21508750,15934750,14.38
2025/2/1,42,26368100,21390550,16025800,14.2
2025/2/1,43,26035950,21164950,16047900,14.31
2025/2/1,44,26757250,20810900,15911600,13.93
2025/2/1,45,27388600,21258150,15937450,14.01
2025/2/1,46,27181450,20564500,15727850,12.21
2025/2/1,47,26512100,20330100,15599700,13.1
2025/2/1,48,26092400,18809500,15228350,11.79
2025/2/2,1,24725200,18820650,15327300,13.29
2025/2/2,2,26190800,19140850,15288500,12.18
2025/2/2,3,26200850,18980050,15036500,12.01
2025/2/2,4,26181000,19079500,14977750,11.9
2025/2/2,5,26123350,18866000,14766550,11.9
2025/2/2,6,26023150,18659700,14681900,11.79
2025/2/2,7,26343850,18624950,14802650,11.79
2025/2/2,8,26572900,18521700,14900750,11.79
2025/2/2,9,26414700,18521100,14923900,11.79
2025/2/2,10,26990800,18381500,14910800,11.79
2025/2/2,11,27158550,18443050,14873050,11.79
2025/2/2,12,27495850,18253450,14745450,11.9
2025/2/2,13,27885700,18808800,14924200,12
2025/2/2,14,27811850,19296150,14862700,12.91
2025/2/2,15,28597750,19923850,15092150,13.33
2025/2/2,16,28376100,20654150,15543500,13.66
2025/2/2,17,28270600,20856650,16053100,13.31
2025/2/2,18,28840400,21328350,16834950,12.5
2025/2/2,19,29361150,21920700,17321900,11.9
2025/2/2,20,29964450,23022800,17986050,11.91
2025/2/2,21,30626500,23156850,17628750,12.5
2025/2/2,22,31176700,23004500,17613050,12.41
2025/2/2,23,30686400,23678250,17249650,11.84
2025/2/2,24,30230900,23733000,17233600,12.91
2025/2/2,25,29450050,24527050,16944750,12.91
2025/2/2,26,29530550,24505500,16907000,12.4
2025/2/2,27,29578950,24313850,16869900,12.02
2025/2/2,28,29079700,23792150,16725950,11.91
2025/2/2,29,28359450,22552900,16519550,12.91
2025/2/2,30,28489000,21711650,16579800,12.33
2025/2/2,31,28864950,21131950,16397150,11.83
2025/2/2,32,28296150,20387600,16473700,12.81
2025/2/2,33,27551700,20307700,16782550,11.9
2025/2/2,34,26991150,20388550,16505250,14
2025/2/2,35,26137900,20463450,15826050,14.76
2025/2/2,36,25560200,20972650,16022300,14.74
2025/2/2,37,25496250,21059150,15991450,15.28
2025/2/2,38,25875200,21136850,15999150,14.71
2025/2/2,39,26030350,21053250,15913450,14.71
2025/2/2,40,26082100,20957400,16017650,14.58
2025/2/2,41,26507150,20728000,15887150,14.4
2025/2/2,42,26600950,20486150,16067200,14.08
2025/2/2,43,26243200,20410700,15799400,14.13
2025/2/2,44,27125050,20044000,15706150,13.93
2025/2/2,45,27666100,20177200,15488850,14.03
2025/2/2,46,27921500,19643500,15285000,12.91
2025/2/2,47,27303550,19386500,15256850,12.67
2025/2/2,48,26416550,18019500,14541500,12.23
2025/2/3,1,23985650,18006550,15016150,13.49
2025/2/3,2,25595450,18221400,14934750,12.42
2025/2/3,3,25841250,18000550,14765100,11.99
2025/2/3,4,25788100,18004300,14816250,12
2025/2/3,5,25580300,17861150,14747650,11.91
2025/2/3,6,25801100,17738150,14611100,12.07
2025/2/3,7,25609350,17702900,14716150,11.91
2025/2/3,8,25721000,17530450,14618750,11.9
2025/2/3,9,25664950,17569850,14690150,11.9
2025/2/3,10,25577350,17727700,14920500,11.96
2025/2/3,11,24984050,18011950,14902550,12.91
2025/2/3,12,24326800,18567850,14880300,13.67
2025/2/3,13,23400450,19330900,15019000,13.75
2025/2/3,14,23127850,20319950,15365250,14.43
2025/2/3,15,25871400,21363800,15929650,14.99
2025/2/3,16,22989100,21953400,16509250,14.91
2025/2/3,17,23341900,23370800,17797100,16.2
2025/2/3,18,24362550,24177100,18530450,16.81
2025/2/3,19,25211950,24912800,18836800,15.54
2025/2/3,20,26245900,24933300,19395800,14.38
2025/2/3,21,27324500,25225600,19576950,13.95
2025/2/3,22,28552950,24721850,19598650,12.66
2025/2/3,23,28707950,24722400,19462900,11.9
2025/2/3,24,29525000,25299850,19695200,13.61
2025/2/3,25,29294650,25231300,19385750,13.1
2025/2/3,26,28946500,24824650,19098150,11.65
2025/2/3,27,28426600,25245100,18949050,12.17
2025/2/3,28,27575500,25315350,18718300,13.1
2025/2/3,29,27200750,24841350,18422600,13.51
2025/2/3,30,26775350,24063650,18128550,13.62
2025/2/3,31,26865350,23005050,17676800,13.67
2025/2/3,32,25607650,22667900,17486400,14.05
2025/2/3,33,24567750,21421400,17433300,14
2025/2/3,34,23846400,21699850,17025250,14.58
2025/2/3,35,24407700,22490150,17626800,15.15
2025/2/3,36,24170000,22832150,17583150,15.15
2025/2/3,37,25756450,22731300,17694100,15.15
2025/2/3,38,25502500,22695550,17604350,14.81
2025/2/3,39,25327700,22610000,17613400,14.81
2025/2/3,40,25587650,22394100,17822500,14.52
2025/2/3,41,25551150,21952950,17369800,14.22
2025/2/3,42,25894850,21446150,17255650,13
2025/2/3,43,25522550,21519350,17233100,13.6
2025/2/3,44,26186550,21126500,16977850,13.5
2025/2/3,45,25988650,20368500,16305750,13
2025/2/3,46,25838400,19779000,16006150,12.02
2025/2/3,47,25181150,19489450,15820800,11.79
2025/2/3,48,24224000,18184500,15325250,11.02
2025/2/4,1,22808950,18746000,15794600,12.01
2025/2/4,2,24381500,19228500,16273150,11.79
2025/2/4,3,24815150,19167250,16138550,11.79
2025/2/4,4,24580850,19090500,16140900,11.65
2025/2/4,5,24225950,19275600,16152850,11.65
2025/2/4,6,23951350,19420450,16087650,11.65
2025/2/4,7,23714050,19417600,16053050,11.65
2025/2/4,8,23856650,19420200,16133700,11.65
2025/2/4,9,24198800,19573850,16249100,11.65
2025/2/4,10,23500650,19743150,16116350,11.93
2025/2/4,11,23493050,19755100,16140600,11.79
2025/2/4,12,23376450,20512150,16819400,12.19
2025/2/4,13,22067250,21292150,16936750,13.99
2025/2/4,14,22202350,22539100,16797600,15.04
2025/2/4,15,22928350,23761950,17660500,15.61
2025/2/4,16,24037350,24088650,18080800,15.45
2025/2/4,17,25289600,25175600,19561300,14.41
2025/2/4,18,26574000,25828000,20800050,14
2025/2/4,19,30038100,27104900,21244550,15.18
2025/2/4,20,31011000,27361200,22159100,13.85
2025/2/4,21,32543450,27184150,22465900,12
2025/2/4,22,33778450,26816300,22415700,11.32
2025/2/4,23,34659250,26911500,22413650,11
2025/2/4,24,34860150,27312000,22284700,10.55
2025/2/4,25,34649750,27173500,22155200,10.55
2025/2/4,26,34300450,27398200,22024200,10.55
2025/2/4,27,33966000,28183850,21827000,11.65
2025/2/4,28,33024650,27839600,21559250,12.91
2025/2/4,29,31761950,27210600,20803700,13.73
2025/2/4,30,29765200,25406550,20174750,13.47
2025/2/4,31,28063250,24738500,19352200,14.06
2025/2/4,32,26404850,24832550,19150250,16.49
2025/2/4,33,23764050,24039000,18349850,16.16
2025/2/4,34,21779150,24266050,18215000,18.5
2025/2/4,35,23783750,24844700,18513200,18.9
2025/2/4,36,23609450,25201300,18713650,18.96
2025/2/4,37,23495400,25550250,18797000,20.01
2025/2/4,38,23771350,25397100,18696000,19.38
2025/2/4,39,24002350,25248800,18791600,18.66
2025/2/4,40,23059050,24929550,18854600,17.54
2025/2/4,41,22905100,24387450,18315100,16.51
2025/2/4,42,22984100,24096400,18164650,15.61
2025/2/4,43,22543400,24014950,18036300,15.61
2025/2/4,44,22468700,23325050,17471250,15.61
2025/2/4,45,21876000,22229800,16405500,15.61
2025/2/4,46,22238700,21331000,16249000,14.65
2025/2/4,47,21946650,20825150,16293700,14.01
2025/2/4,48,21383400,19682250,15886150,12.19
2025/2/5,1,21083850,20948700,15826150,14.07
2025/2/5,2,21778500,20645700,15903850,13.63
2025/2/5,3,21976000,20714600,15738300,13.57
2025/2/5,4,21930450,20596150,15814600,13.43
2025/2/5,5,21735150,20477550,15860850,13.18
2025/2/5,6,21654850,20403200,15881250,12.91
2025/2/5,7,21535200,20429600,15861550,13.18
2025/2/5,8,21430350,20557650,15809400,13.5
2025/2/5,9,21458500,20708300,15836600,13.56
2025/2/5,10,21505300,20988800,15779200,13.66
2025/2/5,11,21208000,20539550,15814700,13.82
2025/2/5,12,21120950,21450950,16360100,14.22
2025/2/5,13,20337850,22160300,16431200,17
2025/2/5,14,20939100,23711200,17297200,19.04
2025/2/5,15,23512950,24962750,17873300,21.75
2025/2/5,16,22421800,25264250,18614250,20.58
2025/2/5,17,23941650,26059300,19894850,18.66
2025/2/5,18,25204700,26662050,20724500,17.54
2025/2/5,19,28999450,28147400,21929400,17.54
2025/2/5,20,28809800,27558800,21313100,15.34
2025/2/5,21,30561900,28054100,21446400,14.03
2025/2/5,22,31176900,28590600,21771200,13.42
2025/2/5,23,31403050,29093900,21856050,13.41
2025/2/5,24,31142850,29139800,21782700,13.1
2025/2/5,25,31133750,28580100,21785150,11.93
2025/2/5,26,31119800,28299600,21675050,11.93
2025/2/5,27,30548400,28506300,21192000,12.91
2025/2/5,28,29625850,27944500,20667300,13.47
2025/2/5,29,29175600,27041950,20547750,13.43
2025/2/5,30,28235700,25985950,20141000,13.8
2025/2/5,31,26784300,24588750,19502450,13.89
2025/2/5,32,25325950,24497550,19036500,14.56
2025/2/5,33,23404900,23925850,18384950,16.23
2025/2/5,34,23428750,24446700,18621550,18.01
2025/2/5,35,23599500,25386400,19272400,21.75
2025/2/5,36,23257850,25922000,19288600,21.75
2025/2/5,37,23215700,26305950,19268950,21.75
2025/2/5,38,23592350,26296650,19273600,21.75
2025/2/5,39,23694350,26001400,19125950,21.75
2025/2/5,40,22698950,25870950,19059200,21.75
2025/2/5,41,22620350,25513200,18852450,20.69
2025/2/5,42,22320450,25270200,18466000,21.75
2025/2/5,43,22232150,24788250,18258400,20
2025/2/5,44,22102650,23771850,17488800,18.72
2025/2/5,45,21424900,23124300,16826850,18.95
2025/2/5,46,20890250,21620550,15903150,16.17
2025/2/5,47,20558200,21849900,15743800,14.81
2025/2/5,48,20847450,21015700,15701200,14.16
2025/2/6,1,20393350,20470650,16175500,14.22
2025/2/6,2,21359450,20619950,16261300,14.01
2025/2/6,3,21139300,20627400,16134650,13.66
2025/2/6,4,21116750,20494400,16180700,13.5
2025/2/6,5,20969150,20472700,16209150,13.18
2025/2/6,6,20943100,20528700,16289400,13.18
2025/2/6,7,21068250,20476600,16290900,13.33
2025/2/6,8,21251050,20729250,16360200,13.5
2025/2/6,9,21280100,20893300,16372350,13.6
2025/2/6,10,21315800,21057050,16196350,13.99
2025/2/6,11,20950700,21367550,16162650,14.29
2025/2/6,12,20846550,21896850,16679850,14.69
2025/2/6,13,20401350,22470600,17164300,17.03
2025/2/6,14,20628850,24668900,17455350,21.65
2025/2/6,15,21313700,25230500,17853950,21.65
2025/2/6,16,21889100,25996800,18570750,21.65
2025/2/6,17,23157300,26579400,19946500,18.75
2025/2/6,18,24271900,27050950,20827550,17.15
2025/2/6,19,26671600,28570200,22110200,17.37
2025/2/6,20,27889200,28456600,21506600,16
2025/2/6,21,30057600,28943350,21946750,13.73
2025/2/6,22,31299000,28577100,22206300,13.52
2025/2/6,23,32230050,28503750,22290750,13.34
2025/2/6,24,32356300,28539400,22421000,13.1
2025/2/6,25,32490850,27942050,22236350,11.63
2025/2/6,26,32354200,27902600,22084850,11.5
2025/2/6,27,31900700,28508250,21808500,13
2025/2/6,28,31108900,28247100,21550000,13.33
2025/2/6,29,30174100,27436850,20971350,13.56
2025/2/6,30,28897850,26585800,20324950,13.6
2025/2/6,31,27702200,24718900,19820700,13.09
2025/2/6,32,25719550,24475550,19093050,13.97
2025/2/6,33,23857050,24109650,18482500,14.47
2025/2/6,34,21718350,23870150,18059000,16.31
2025/2/6,35,22192500,24799300,18904950,18.95
2025/2/6,36,21980550,25670150,19309000,19.85
2025/2/6,37,22550000,25873850,19314250,20.67
2025/2/6,38,22162050,25784900,19260400,20
2025/2/6,39,22055750,25743200,19126300,20.67
2025/2/6,40,22124000,25531150,19055150,19.85
2025/2/6,41,21956500,25059150,18475550,20.61
2025/2/6,42,21949150,24575000,18062200,18.93
2025/2/6,43,21993700,24066900,17494550,15.25
2025/2/6,44,22187550,23196050,17178800,14.51
2025/2/6,45,21632350,22836800,16569050,15.26
2025/2/6,46,21346550,21947350,15921900,14.69
2025/2/6,47,21058050,22047600,16155450,14.69
2025/2/6,48,20866050,20757150,15942950,13.94
2025/2/7,1,20726450,21057700,16094850,13.99
2025/2/7,2,21844150,21679700,16376900,13.9
2025/2/7,3,21887250,21771600,16314600,13.76
2025/2/7,4,21897050,22035450,16362700,13.57
2025/2/7,5,21800600,21912700,16450150,13.57
2025/2/7,6,21776950,21843250,16504600,13.57
2025/2/7,7,21692950,21575000,16479150,13.57
2025/2/7,8,21913950,21409750,16484450,13.57
2025/2/7,9,21690850,21386600,16405250,13.57
2025/2/7,10,21423750,20987100,16225300,13.66
2025/2/7,11,20979350,20746200,16108900,13.8
2025/2/7,12,20897900,21764500,16736450,13.99
2025/2/7,13,20730250,21950950,16850500,14.48
2025/2/7,14,20681750,23638300,17269450,18.79
2025/2/7,15,23404450,25120000,18114200,19.81
2025/2/7,16,22341600,25341950,18445050,19.04
2025/2/7,17,23826550,26132900,19791100,16.5
2025/2/7,18,24910000,27068450,20288950,15.29
2025/2/7,19,27130500,28484350,21293150,16.61
2025/2/7,20,28151700,28586200,21384750,15
2025/2/7,21,28774250,28496800,21205200,13.85
2025/2/7,22,28995000,28759000,21115900,13.63
2025/2/7,23,29171250,28794950,21478900,13.57
2025/2/7,24,29248550,29076100,21488000,13.57
2025/2/7,25,28727450,28838100,21229700,13.44
2025/2/7,26,28431600,28693100,21026600,13.39
2025/2/7,27,28013850,28874350,20410100,13.57
2025/2/7,28,27361400,28427850,19937600,13.96
2025/2/7,29,27101250,27769250,19826000,14.03
2025/2/7,30,26469650,26992150,19415850,15
2025/2/7,31,25585200,25760800,18871800,14.71
2025/2/7,32,24095600,24711150,18479050,16.61
2025/2/7,33,21979850,24128300,17867150,18.14
2025/2/7,34,22067500,25350450,18600900,19.33
2025/2/7,35,23449200,25694050,19043000,19.81
2025/2/7,36,23042250,26011650,19180250,20.94
2025/2/7,37,23026000,26095200,19130850,20.86
2025/2/7,38,23348550,26179350,19106700,20.86
2025/2/7,39,22376200,25948700,18920850,19.81
2025/2/7,40,22163850,25560900,18702600,19.81
2025/2/7,41,21806300,25174950,18224500,20.13
2025/2/7,42,21671200,24739750,17937350,19.81
2025/2/7,43,21827800,24063250,17332900,19.81
2025/2/7,44,21767500,23663550,17039200,18.81
2025/2/7,45,21085950,23598850,16683450,19.81
2025/2/7,46,20423500,22844750,16428100,18.06
2025/2/7,47,20058200,22962900,16404400,18.27
2025/2/7,48,20142300,21500400,15860850,14.65
2025/2/8,1,20211400,21996300,15568450,16.22
2025/2/8,2,21397150,22484350,15606000,18.79
2025/2/8,3,21477250,22612750,15300300,16.51
2025/2/8,4,21537500,22380900,15289550,16.12
2025/2/8,5,21664100,22213300,15295450,15.51
2025/2/8,6,21634400,22030400,15314900,15.51
2025/2/8,7,21608250,21797000,15415100,15.15
2025/2/8,8,21653850,21431650,15426550,14.92
2025/2/8,9,21575550,21229650,15301850,14.84
2025/2/8,10,21862600,21217700,15193350,14.83
2025/2/8,11,21866450,21015400,15066850,14.97
2025/2/8,12,21740550,21311400,14999050,15.43
2025/2/8,13,21316000,21424000,15283700,16.12
2025/2/8,14,21050000,22225100,15622450,17.93
2025/2/8,15,21632400,22742650,15984700,17.93
2025/2/8,16,22816650,23467600,16608100,17.93
2025/2/8,17,24939550,24142300,17763300,15.29
2025/2/8,18,26473550,24548200,18759000,14.48
2025/2/8,19,29618500,26123900,19280850,14.38
2025/2/8,20,32257500,26457000,19862100,13.97
2025/2/8,21,33814050,26524050,19366200,13.25
2025/2/8,22,35593200,26222950,19487050,11.8
2025/2/8,23,36472500,26422200,19716550,10.58
2025/2/8,24,37032500,26784950,19974350,11.55
2025/2/8,25,37050000,27017100,19906700,11.37
2025/2/8,26,37137450,26936900,19794050,11.44
2025/2/8,27,36829300,26942150,19391100,11.8
2025/2/8,28,36449100,26175650,19046550,11
2025/2/8,29,35512600,25353550,18595100,11.8
2025/2/8,30,34423150,24705800,17999400,12.22
2025/2/8,31,32141300,22769000,17310250,13.05
2025/2/8,32,29527750,22587100,16656250,14.27
2025/2/8,33,27117700,22410300,16590800,14.73
2025/2/8,34,24454100,22787850,16235700,17.93
2025/2/8,35,22055450,23039600,16121650,18.11
2025/2/8,36,21420250,23764550,16630400,18.83
2025/2/8,37,21425200,23826250,16882700,19.22
2025/2/8,38,21729850,23907150,16898500,19.92
2025/2/8,39,21726050,23775150,16835800,19.92
2025/2/8,40,22024100,23579000,16798950,19.91
2025/2/8,41,21954900,23526400,16676750,19.94
2025/2/8,42,21785250,23327000,16666950,20.07
2025/2/8,43,21849900,23204750,16418700,19.99
2025/2/8,44,22245350,22734450,16226250,18.74
2025/2/8,45,22043450,22582250,15831500,20.04
2025/2/8,46,22160400,22191900,15480450,19
2025/2/8,47,21524450,22102700,15456500,18.24
2025/2/8,48,21090150,20672300,15212100,14.85
2025/2/9,1,22497800,20973400,15170700,14.63
2025/2/9,2,23521900,20921950,15243450,14.38
2025/2/9,3,22819200,20595550,14732000,13.98
2025/2/9,4,23034600,20498600,14789400,13.98
2025/2/9,5,23224400,20467450,14933100,13.93
2025/2/9,6,23808900,20403050,15086500,13.8
2025/2/9,7,23902450,19963450,15020400,13.25
2025/2/9,8,24127150,20245450,15205150,13.53
2025/2/9,9,24289550,20179050,15237000,13.39
2025/2/9,10,24602200,20179250,15205650,13.5
2025/2/9,11,24682050,20220550,15191650,13.56
2025/2/9,12,24726150,20374600,15096500,13.93
2025/2/9,13,24935300,20197600,15497900,14.14
2025/2/9,14,25010800,20782500,15571250,14.61
2025/2/9,15,25913450,21430450,15895650,14.86
2025/2/9,16,27580800,21886900,16794100,14.33
2025/2/9,17,29172600,22322800,17512700,13.71
2025/2/9,18,32314650,22279000,18087550,12.29
2025/2/9,19,34094650,23048300,18941900,11.8
2025/2/9,20,36434000,23737600,19283750,11.28
2025/2/9,21,37627700,24036450,18913100,11
2025/2/9,22,39198000,24433850,19393000,9.67
2025/2/9,23,39997300,24580450,19732800,9.51
2025/2/9,24,40327950,24410400,19880100,8.49
2025/2/9,25,40236100,24851150,19664000,9.51
2025/2/9,26,40445800,24884350,19630750,9.5
2025/2/9,27,40085850,24980550,19272850,9.64
2025/2/9,28,39197000,24699350,18869850,10.58
2025/2/9,29,37866150,23876600,18276150,11.44
2025/2/9,30,36941700,22861950,17968600,11.3
2025/2/9,31,34827700,20318200,16760550,9.42
2025/2/9,32,31955800,19627450,15952850,11.11
2025/2/9,33,29244650,20419600,16613150,11.8
2025/2/9,34,26888050,20874700,16335500,13.3
2025/2/9,35,24289900,21460850,15879850,15.3
2025/2/9,36,23170450,22640550,16198750,17.45
2025/2/9,37,23496600,23087100,16386450,17.93
2025/2/9,38,23770050,23035650,16288400,17.93
2025/2/9,39,23721100,22865800,16065450,17
2025/2/9,40,23788950,22736900,15960250,16.5
2025/2/9,41,23675850,22903100,15872250,16.55
2025/2/9,42,23782050,22831100,15853450,16.3
2025/2/9,43,24110950,22873200,16010100,16.71
2025/2/9,44,24781550,22548150,15834450,15.77
2025/2/9,45,24739300,22146850,15422250,16
2025/2/9,46,24500850,21255750,15508950,15.01
2025/2/9,47,23751450,20928650,15609100,14.85
2025/2/9,48,22761600,19250950,15056300,13.09
2025/2/10,1,22210300,20495200,15255100,14.45
2025/2/10,2,23113550,20917050,15377700,14
2025/2/10,3,22928200,21158700,15123050,13.5
2025/2/10,4,22903800,21102300,15052750,13.53
2025/2/10,5,22763500,20816900,15030600,13.28
2025/2/10,6,22839300,20963750,15183100,13.45
2025/2/10,7,22726050,20592100,15105400,13.42
2025/2/10,8,22765800,20487400,15238950,13.15
2025/2/10,9,22692600,20480200,15142350,13.22
2025/2/10,10,22805150,20730050,15159450,13.92
2025/2/10,11,22194300,20745900,15217000,14.57
2025/2/10,12,21045200,20974650,15130150,15.17
2025/2/10,13,19930150,21629250,15557450,17.52
2025/2/10,14,19646250,23074750,16240000,20.14
2025/2/10,15,20169950,24246900,16521550,21.42
2025/2/10,16,21047150,24983900,17295100,21.42
2025/2/10,17,23050850,26082100,18811200,19
2025/2/10,18,25017200,26897250,19728700,19.9
