date,emp_01,emp_02,emp_03,emp_04,emp_05,emp_06,emp_07,emp_08,emp_09,emp_10,emp_11,emp_12
2027/3/16,1,1,1,1,1,0,0,1,0,0,0,0
2027/3/17,1,1,1,0,1,0,0,0,0,1,0,0
2027/3/18,1,1,1,1,1,0,0,0,0,0,0,0
2027/3/19,1,1,1,1,1,0,0,0,0,1,0,0
2027/3/20,0,0,0,0,0,0,0,0,0,0,0,0
2027/3/21,0,0,0,0,0,0,0,0,0,0,0,0
2027/3/22,1,1,1,1,1,0,0,1,0,1,0,0
2027/3/23,1,1,1,1,1,0,0,1,0,0,0,0
2027/3/24,1,1,1,0,1,0,0,0,0,1,0,0
2027/3/25,1,1,1,1,1,0,0,0,0,0,0,0
2027/3/26,1,1,1,1,1,0,0,0,0,1,0,0
2027/3/27,0,0,0,0,0,0,0,0,0,0,0,0
2027/3/28,0,0,0,0,0,0,0,0,0,0,0,0
2027/3/29,1,1,1,1,1,0,0,1,0,1,0,0
2027/3/30,1,1,1,1,1,0,0,1,0,0,0,0
2027/3/31,1,1,1,0,1,0,0,0,0,1,0,0
2027/4/1,1,1,1,1,1,0,0,0,0,0,0,0
2027/4/2,1,1,1,1,1,0,0,0,0,1,0,0
2027/4/3,0,0,0,0,0,0,0,0,0,0,0,0
2027/4/4,0,0,0,0,0,0,0,0,0,0,0,0
2027/4/5,1,1,1,1,1,0,0,1,0,1,0,0
2027/4/6,1,1,1,1,1,0,0,1,0,0,0,0
2027/4/7,1,1,1,0,1,0,0,0,0,1,0,0
2027/4/8,1,1,1,1,1,0,0,0,0,0,0,0
2027/4/9,1,1,1,1,1,0,0,0,0,1,0,0
2027/4/10,0,0,0,0,0,0,0,0,0,0,0,0
2027/4/11,0,0,0,0,0,0,0,0,0,0,0,0
2027/4/12,1,1,1,1,1,0,0,1,0,1,0,0
2027/4/13,1,1,1,1,1,0,0,1,0,0,0,0
2027/4/14,1,1,1,0,1,0,0,0,0,1,0,0
2027/4/15,1,1,1,1,1,0,0,0,0,0,0,0
2027/4/16,1,1,1,1,1,0,0,0,0,1,0,0
2027/4/17,0,0,0,0,0,0,0,0,0,0,0,0
2027/4/18,0,0,0,0,0,0,0,0,0,0,0,0
2027/4/19,1,1,1,1,1,0,0,1,0,1,0,0
2027/4/20,1,1,1,1,1,0,0,1,0,0,0,0
2027/4/21,1,1,1,0,1,0,0,0,0,1,0,0
2027/4/22,1,1,1,1,1,0,0,0,0,0,0,0
2027/4/23,1,1,1,1,1,0,0,0,0,1,0,0
2027/4/24,0,0,0,0,0,0,0,0,0,0,0,0
2027/4/25,0,0,0,0,0,0,0,0,0,0,0,0
2027/4/26,1,1,1,1,1,0,0,1,0,1,0,0
2027/4/27,1,1,1,1,1,0,0,1,0,0,0,0
2027/4/28,1,1,1,0,1,0,0,0,0,1,0,0
2027/4/29,1,1,1,1,1,0,0,0,0,0,0,0
2027/4/30,1,1,1,1,1,0,0,0,0,1,0,0
2027/5/1,0,0,0,0,0,0,0,0,0,0,0,0
2027/5/2,0,0,0,0,0,0,0,0,0,0,0,0
2027/5/3,1,1,1,1,1,0,0,1,0,1,0,0
2027/5/4,1,1,1,1,1,0,0,1,0,0,0,0
2027/5/5,1,1,1,0,1,0,0,0,0,1,0,0
2027/5/6,1,1,1,1,1,0,0,0,0,0,0,0
2027/5/7,1,1,1,1,1,0,0,0,0,1,0,0
2027/5/8,0,0,0,0,0,0,0,0,0,0,0,0
2027/5/9,0,0,0,0,0,0,0,0,0,0,0,0
2027/5/10,1,1,1,1,1,0,0,1,0,1,0,0
2027/5/11,1,1,1,1,1,0,0,1,0,0,0,0
2027/5/12,1,1,1,0,1,0,0,0,0,1,0,0
2027/5/13,1,1,1,1,1,0,0,0,0,0,0,0
2027/5/14,1,1,1,1,1,0,0,0,0,1,0,0
2027/5/15,0,0,0,0,0,0,0,0,0,0,0,0
2027/5/16,0,0,0,0,0,0,0,0,0,0,0,0
2027/5/17,1,1,1,1,1,0,0,1,0,1,0,0
2027/5/18,1,1,1,1,1,0,0,1,0,0,0,0
2027/5/19,1,1,1,0,1,0,0,0,0,1,0,0
2027/5/20,1,1,1,1,1,0,0,0,0,0,0,0
2027/5/21,1,1,1,1,1,0,0,0,0,1,0,0
2027/5/22,0,0,0,0,0,0,0,0,0,0,0,0
2027/5/23,0,0,0,0,0,0,0,0,0,0,0,0
2027/5/24,1,1,1,1,1,0,0,1,0,1,0,0
2027/5/25,1,1,1,1,1,0,0,1,0,0,0,0
2027/5/26,1,1,1,0,1,0,0,0,0,1,0,0
2027/5/27,1,1,1,1,1,0,0,0,0,0,0,0
2027/5/28,1,1,1,1,1,0,0,0,0,1,0,0
2027/5/29,0,0,0,0,0,0,0,0,0,0,0,0
2027/5/30,0,0,0,0,0,0,0,0,0,0,0,0
2027/5/31,1,1,1,1,1,0,0,1,0,1,0,0
2027/6/1,1,1,1,1,1,0,0,1,0,0,0,0
2027/6/2,1,1,1,0,1,0,0,0,0,1,0,0
2027/6/3,1,1,1,1,1,0,0,0,0,0,0,0
2027/6/4,1,1,1,1,1,0,0,0,0,1,0,0
2027/6/5,0,0,0,0,0,0,0,0,0,0,0,0
2027/6/6,0,0,0,0,0,0,0,0,0,0,0,0
2027/6/7,1,1,1,1,1,0,0,1,0,1,0,0
2027/6/8,1,1,1,1,1,0,0,1,0,0,0,0
2027/6/9,1,1,1,0,1,0,0,0,0,1,0,0
2027/6/10,1,1,1,1,1,0,0,0,0,0,0,0
2027/6/11,1,1,1,1,1,0,0,0,0,1,0,0
2027/6/12,0,0,0,0,0,0,0,0,0,0,0,0
2027/6/13,0,0,0,0,0,0,0,0,0,0,0,0
2027/6/14,1,1,1,1,1,0,0,1,0,1,0,0
2027/6/15,1,1,1,1,1,0,0,1,0,0,0,0
2027/6/16,1,1,1,0,1,0,0,0,0,1,0,0
2027/6/17,1,1,1,1,1,0,0,0,0,0,0,0
2027/6/18,1,1,1,1,1,0,0,0,0,1,0,0
2027/6/19,0,0,0,0,0,0,0,0,0,0,0,0
2027/6/20,0,0,0,0,0,0,0,0,0,0,0,0
2027/6/21,1,1,1,1,1,0,0,1,0,1,0,0
2027/6/22,1,1,1,1,1,0,0,1,0,0,0,0
2027/6/23,1,1,1,0,1,0,0,0,0,1,0,0
2027/6/24,1,1,1,1,1,0,0,0,0,0,0,0
2027/6/25,1,1,1,1,1,0,0,0,0,1,0,0
2027/6/26,0,0,0,0,0,0,0,0,0,0,0,0
2027/6/27,0,0,0,0,0,0,0,0,0,0,0,0
2027/6/28,1,1,1,1,1,0,0,1,0,1,0,0
2027/6/29,1,1,1,1,1,0,0,1,0,0,0,0
2027/6/30,1,1,1,0,1,0,0,0,0,1,0,0
2027/7/1,1,1,1,1,1,0,0,0,0,0,0,0
2027/7/2,1,1,1,1,1,0,0,0,0,1,0,0
2027/7/3,0,0,0,0,0,0,0,0,0,0,0,0
2027/7/4,0,0,0,0,0,0,0,0,0,0,0,0
2027/7/5,1,1,1,1,1,0,0,1,0,1,0,0
2027/7/6,1,1,1,1,1,0,0,1,0,0,0,0
2027/7/7,1,1,1,0,1,0,0,0,0,1,0,0
2027/7/8,1,1,1,1,1,0,0,0,0,0,0,0
2027/7/9,1,1,1,1,1,0,0,0,0,1,0,0
2027/7/10,0,0,0,0,0,0,0,0,0,0,0,0
2027/7/11,0,0,0,0,0,0,0,0,0,0,0,0
2027/7/12,1,1,1,1,1,0,0,1,0,1,0,0
2027/7/13,1,1,1,1,1,0,0,1,0,0,0,0
2027/7/14,1,1,1,0,1,0,0,0,0,1,0,0
2027/7/15,1,1,1,1,1,0,0,0,0,0,0,0
2027/7/16,1,1,1,1,1,0,0,0,0,1,0,0
2027/7/17,0,0,0,0,0,0,0,0,0,0,0,0
2027/7/18,0,0,0,0,0,0,0,0,0,0,0,0
2027/7/19,1,1,1,1,1,0,0,1,0,1,0,0
2027/7/20,1,1,1,1,1,0,0,1,0,0,0,0
2027/7/21,1,1,1,0,1,0,0,0,0,1,0,0
2027/7/22,1,1,1,1,1,0,0,0,0,0,0,0
2027/7/23,1,1,1,1,1,0,0,0,0,1,0,0
2027/7/24,0,0,0,0,0,0,0,0,0,0,0,0
2027/7/25,0,0,0,0,0,0,0,0,0,0,0,0
2027/7/26,1,1,1,1,1,0,0,1,0,1,0,0
2027/7/27,1,1,1,1,1,0,0,1,0,0,0,0
2027/7/28,1,1,1,0,1,0,0,0,0,1,0,0
2027/7/29,1,1,1,1,1,0,0,0,0,0,0,0
2027/7/30,1,1,1,1,1,0,0,0,0,1,0,0
2027/7/31,0,0,0,0,0,0,0,0,0,0,0,0
2027/8/1,0,0,0,0,0,0,0,0,0,0,0,0
2027/8/2,1,1,1,1,1,0,0,1,0,1,0,0
2027/8/3,1,1,1,1,1,0,0,1,0,0,0,0
2027/8/4,1,1,1,0,1,0,0,0,0,1,0,0
2027/8/5,1,1,1,1,1,0,0,0,0,0,0,0
2027/8/6,1,1,1,1,1,0,0,0,0,1,0,0
2027/8/7,0,0,0,0,0,0,0,0,0,0,0,0
2027/8/8,0,0,0,0,0,0,0,0,0,0,0,0
2027/8/9,1,1,1,1,1,0,0,1,0,1,0,0
2027/8/10,1,1,1,1,1,0,0,1,0,0,0,0
2027/8/11,1,1,1,0,1,0,0,0,0,1,0,0
2027/8/12,1,1,1,1,1,0,0,0,0,0,0,0
2027/8/13,1,1,1,1,1,0,0,0,0,1,0,0
2027/8/14,0,0,0,0,0,0,0,0,0,0,0,0
2027/8/15,0,0,0,0,0,0,0,0,0,0,0,0
2027/8/16,1,1,1,1,1,0,0,1,0,1,0,0
2027/8/17,1,1,1,1,1,0,0,1,0,0,0,0
2027/8/18,1,1,1,0,1,0,0,0,0,1,0,0
2027/8/19,1,1,1,1,1,0,0,0,0,0,0,0
2027/8/20,1,1,1,1,1,0,0,0,0,1,0,0
2027/8/21,0,0,0,0,0,0,0,0,0,0,0,0
2027/8/22,0,0,0,0,0,0,0,0,0,0,0,0
2027/8/23,1,1,1,1,1,0,0,1,0,1,0,0
2027/8/24,1,1,1,1,1,0,0,1,0,0,0,0
2027/8/25,1,1,1,0,1,0,0,0,0,1,0,0
2027/8/26,1,1,1,1,1,0,0,0,0,0,0,0
2027/8/27,1,1,1,1,1,0,0,0,0,1,0,0
2027/8/28,0,0,0,0,0,0,0,0,0,0,0,0
2027/8/29,0,0,0,0,0,0,0,0,0,0,0,0
2027/8/30,1,1,1,1,1,0,0,1,0,1,0,0
2027/8/31,1,1,1,1,1,0,0,1,0,0,0,0
2027/9/1,1,1,1,0,1,0,0,0,0,1,0,0
2027/9/2,1,1,1,1,1,0,0,0,0,0,0,0
2027/9/3,1,1,1,1,1,0,0,0,0,1,0,0
2027/9/4,0,0,0,0,0,0,0,0,0,0,0,0
2027/9/5,0,0,0,0,0,0,0,0,0,0,0,0
2027/9/6,1,1,1,1,1,0,0,1,0,1,0,0
2027/9/7,1,1,1,1,1,0,0,1,0,0,0,0
2027/9/8,1,1,1,0,1,0,0,0,0,1,0,0
2027/9/9,1,1,1,1,1,0,0,0,0,0,0,0
2027/9/10,1,1,1,1,1,0,0,0,0,1,0,0
2027/9/11,0,0,0,0,0,0,0,0,0,0,0,0
2027/9/12,0,0,0,0,0,0,0,0,0,0,0,0
2027/9/13,1,1,1,1,1,0,0,1,0,1,0,0
2027/9/14,1,1,1,1,1,0,0,1,0,0,0,0
2027/9/15,1,1,1,0,1,0,0,0,0,1,0,0
2027/9/16,1,1,1,1,1,0,0,0,0,0,0,0
2027/9/17,1,1,1,1,1,0,0,0,0,1,0,0
2027/9/18,0,0,0,0,0,0,0,0,0,0,0,0
2027/9/19,0,0,0,0,0,0,0,0,0,0,0,0
2027/9/20,1,1,1,1,1,0,0,1,0,1,0,0
2027/9/21,1,1,1,1,1,0,0,1,0,0,0,0
2027/9/22,1,1,1,0,1,0,0,0,0,1,0,0
2027/9/23,1,1,1,1,1,0,0,0,0,0,0,0
2027/9/24,1,1,1,1,1,0,0,0,0,1,0,0
2027/9/25,0,0,0,0,0,0,0,0,0,0,0,0
2027/9/26,0,0,0,0,0,0,0,0,0,0,0,0
2027/9/27,1,1,1,1,1,0,0,1,0,1,0,0
2027/9/28,1,1,1,1,1,0,0,1,0,0,0,0
2027/9/29,1,1,1,0,1,0,0,0,0,1,0,0
2027/9/30,1,1,1,1,1,0,0,0,0,0,0,0
2027/10/1,1,1,1,1,1,0,0,0,0,1,0,0
2027/10/2,0,0,0,0,0,0,0,0,0,0,0,0
2027/10/3,0,0,0,0,0,0,0,0,0,0,0,0
2027/10/4,1,1,1,1,1,0,0,1,0,1,0,0
2027/10/5,1,1,1,1,1,0,0,1,0,0,0,0
2027/10/6,1,1,1,0,1,0,0,0,0,1,0,0
2027/10/7,1,1,1,1,1,0,0,0,0,0,0,0
2027/10/8,1,1,1,1,1,0,0,0,0,1,0,0
2027/10/9,0,0,0,0,0,0,0,0,0,0,0,0
2027/10/10,0,0,0,0,0,0,0,0,0,0,0,0
2027/10/11,1,1,1,1,1,0,0,1,0,1,0,0
2027/10/12,1,1,1,1,1,0,0,1,0,0,0,0
2027/10/13,1,1,1,0,1,0,0,0,0,1,0,0
2027/10/14,1,1,1,1,1,0,0,0,0,0,0,0
2027/10/15,1,1,1,1,1,0,0,0,0,1,0,0
2027/10/16,0,0,0,0,0,0,0,0,0,0,0,0
2027/10/17,0,0,0,0,0,0,0,0,0,0,0,0
2027/10/18,1,1,1,1,1,0,0,1,0,1,0,0
2027/10/19,1,1,1,1,1,0,0,1,0,0,0,0
2027/10/20,1,1,1,0,1,0,0,0,0,1,0,0
2027/10/21,1,1,1,1,1,0,0,0,0,0,0,0
2027/10/22,1,1,1,1,1,0,0,0,0,1,0,0
2027/10/23,0,0,0,0,0,0,0,0,0,0,0,0
2027/10/24,0,0,0,0,0,0,0,0,0,0,0,0
2027/10/25,1,1,1,1,1,0,0,1,0,1,0,0
2027/10/26,1,1,1,1,1,0,0,1,0,0,0,0
2027/10/27,1,1,1,0,1,0,0,0,0,1,0,0
2027/10/28,1,1,1,1,1,0,0,0,0,0,0,0
2027/10/29,1,1,1,1,1,0,0,0,0,1,0,0
2027/10/30,0,0,0,0,0,0,0,0,0,0,0,0
2027/10/31,0,0,0,0,0,0,0,0,0,0,0,0
2027/11/1,1,1,1,1,1,0,0,1,0,1,0,0
2027/11/2,1,1,1,1,1,0,0,1,0,0,0,0
2027/11/3,1,1,1,0,1,0,0,0,0,1,0,0
2027/11/4,1,1,1,1,1,0,0,0,0,0,0,0
2027/11/5,1,1,1,1,1,0,0,0,0,1,0,0
2027/11/6,0,0,0,0,0,0,0,0,0,0,0,0
2027/11/7,0,0,0,0,0,0,0,0,0,0,0,0
2027/11/8,1,1,1,1,1,0,0,1,0,1,0,0
2027/11/9,1,1,1,1,1,0,0,1,0,0,0,0
2027/11/10,1,1,1,0,1,0,0,0,0,1,0,0
2027/11/11,1,1,1,1,1,0,0,0,0,0,0,0
2027/11/12,1,1,1,1,1,0,0,0,0,1,0,0
2027/11/13,0,0,0,0,0,0,0,0,0,0,0,0
2027/11/14,0,0,0,0,0,0,0,0,0,0,0,0
2027/11/15,1,1,1,1,1,0,0,1,0,1,0,0
2027/11/16,1,1,1,1,1,0,0,1,0,0,0,0
2027/11/17,1,1,1,0,1,0,0,0,0,1,0,0
2027/11/18,1,1,1,1,1,0,0,0,0,0,0,0
2027/11/19,1,1,1,1,1,0,0,0,0,1,0,0
2027/11/20,0,0,0,0,0,0,0,0,0,0,0,0
2027/11/21,0,0,0,0,0,0,0,0,0,0,0,0
2027/11/22,1,1,1,1,1,0,0,1,0,1,0,0
2027/11/23,1,1,1,1,1,0,0,1,0,0,0,0
2027/11/24,1,1,1,0,1,0,0,0,0,1,0,0
2027/11/25,1,1,1,1,1,0,0,0,0,0,0,0
2027/11/26,1,1,1,1,1,0,0,0,0,1,0,0
2027/11/27,0,0,0,0,0,0,0,0,0,0,0,0
2027/11/28,0,0,0,0,0,0,0,0,0,0,0,0
2027/11/29,1,1,1,1,1,0,0,1,0,1,0,0
2027/11/30,1,1,1,1,1,0,0,1,0,0,0,0
2027/12/1,1,1,1,0,1,0,0,0,0,1,0,0
2027/12/2,1,1,1,1,1,0,0,0,0,0,0,0
2027/12/3,1,1,1,1,1,0,0,0,0,1,0,0
2027/12/4,0,0,0,0,0,0,0,0,0,0,0,0
2027/12/5,0,0,0,0,0,0,0,0,0,0,0,0
2027/12/6,1,1,1,1,1,0,0,1,0,1,0,0
2027/12/7,1,1,1,1,1,0,0,1,0,0,0,0
2027/12/8,1,1,1,0,1,0,0,0,0,1,0,0
2027/12/9,1,1,1,1,1,0,0,0,0,0,0,0
2027/12/10,1,1,1,1,1,0,0,0,0,1,0,0
2027/12/11,0,0,0,0,0,0,0,0,0,0,0,0
2027/12/12,0,0,0,0,0,0,0,0,0,0,0,0
2027/12/13,1,1,1,1,1,0,0,1,0,1,0,0
2027/12/14,1,1,1,1,1,0,0,1,0,0,0,0
2027/12/15,1,1,1,0,1,0,0,0,0,1,0,0
2027/12/16,1,1,1,1,1,0,0,0,0,0,0,0
2027/12/17,1,1,1,1,1,0,0,0,0,1,0,0
2027/12/18,0,0,0,0,0,0,0,0,0,0,0,0
2027/12/19,0,0,0,0,0,0,0,0,0,0,0,0
2027/12/20,1,1,1,1,1,0,0,1,0,1,0,0
2027/12/21,1,1,1,1,1,0,0,1,0,0,0,0
2027/12/22,1,1,1,0,1,0,0,0,0,1,0,0
2027/12/23,1,1,1,1,1,0,0,0,0,0,0,0
2027/12/24,1,1,1,1,1,0,0,0,0,1,0,0
2027/12/25,0,0,0,0,0,0,0,0,0,0,0,0
2027/12/26,0,0,0,0,0,0,0,0,0,0,0,0
2027/12/27,1,1,1,1,1,0,0,1,0,1,0,0
2027/12/28,1,1,1,1,1,0,0,1,0,0,0,0
2027/12/29,1,1,1,0,1,0,0,0,0,0,0,0
2027/12/30,1,1,1,1,1,0,0,0,0,0,0,0
2027/12/31,1,1,1,1,1,0,0,0,0,0,0,0
2028/1/1,0,0,0,0,0,0,0,0,0,0,0,0
2028/1/2,0,0,0,0,0,0,0,0,0,0,0,0
2028/1/3,1,1,1,1,1,0,0,1,0,0,0,0
2028/1/4,1,1,1,1,1,0,0,1,0,0,0,0
2028/1/5,1,1,1,0,1,0,0,0,0,1,0,0
2028/1/6,1,1,1,1,1,0,0,0,0,0,0,0
2028/1/7,1,1,1,1,1,0,0,0,0,1,0,0
2028/1/8,0,0,0,0,0,0,0,0,0,0,0,0
2028/1/9,0,0,0,0,0,0,0,0,0,0,0,0
2028/1/10,1,1,1,1,1,0,0,1,0,1,0,0
2028/1/11,1,1,1,1,1,0,0,1,0,0,0,0
2028/1/12,1,1,1,0,1,0,0,0,0,1,0,0
2028/1/13,1,1,1,1,1,0,0,0,0,0,0,0
2028/1/14,1,1,1,1,1,0,0,0,0,1,0,0
2028/1/15,0,0,0,0,0,0,0,0,0,0,0,0
2028/1/16,0,0,0,0,0,0,0,0,0,0,0,0
2028/1/17,1,1,1,1,1,0,0,1,0,1,0,0
2028/1/18,1,1,1,1,1,0,0,1,0,0,0,0
2028/1/19,1,1,1,0,1,0,0,0,0,1,0,0
2028/1/20,1,1,1,1,1,0,0,0,0,0,0,0
2028/1/21,1,1,1,1,1,0,0,0,0,1,0,0
2028/1/22,0,0,0,0,0,0,0,0,0,0,0,0
2028/1/23,0,0,0,0,0,0,0,0,0,0,0,0
2028/1/24,1,1,1,1,1,0,0,1,0,1,0,0
2028/1/25,1,1,1,1,1,0,0,1,0,0,0,0
2028/1/26,1,1,1,0,1,0,0,0,0,1,0,0
2028/1/27,1,1,1,1,1,0,0,0,0,0,0,0
2028/1/28,1,1,1,1,1,0,0,0,0,1,0,0
2028/1/29,0,0,0,0,0,0,0,0,0,0,0,0
2028/1/30,0,0,0,0,0,0,0,0,0,0,0,0
2028/1/31,1,1,1,1,1,0,0,1,0,1,0,0
2028/2/1,1,1,1,1,1,0,0,1,0,0,0,0
2028/2/2,1,1,1,0,1,0,0,0,0,1,0,0
2028/2/3,1,1,1,1,1,0,0,0,0,0,0,0
2028/2/4,1,1,1,1,1,0,0,0,0,1,0,0
2028/2/5,0,0,0,0,0,0,0,0,0,0,0,0
2028/2/6,0,0,0,0,0,0,0,0,0,0,0,0
2028/2/7,1,1,1,1,1,0,0,1,0,1,0,0
2028/2/8,1,1,1,1,1,0,0,1,0,0,0,0
2028/2/9,1,1,1,0,1,0,0,0,0,1,0,0
2028/2/10,1,1,1,1,1,0,0,0,0,0,0,0
2028/2/11,1,1,1,1,1,0,0,0,0,1,0,0
2028/2/12,0,0,0,0,0,0,0,0,0,0,0,0
2028/2/13,0,0,0,0,0,0,0,0,0,0,0,0
2028/2/14,1,1,1,1,1,0,0,1,0,1,0,0
2028/2/15,1,1,1,1,1,0,0,1,0,0,0,0
2028/2/16,1,1,1,0,1,0,0,0,0,1,0,0
2028/2/17,1,1,1,1,1,0,0,0,0,0,0,0
2028/2/18,1,1,1,1,1,0,0,0,0,1,0,0
2028/2/19,0,0,0,0,0,0,0,0,0,0,0,0
2028/2/20,0,0,0,0,0,0,0,0,0,0,0,0
2028/2/21,1,1,1,1,1,0,0,1,0,1,0,0
2028/2/22,1,1,1,1,1,0,0,1,0,0,0,0
2028/2/23,1,1,1,0,1,0,0,0,0,1,0,0
2028/2/24,1,1,1,1,1,0,0,0,0,0,0,0
2028/2/25,1,1,1,1,1,0,0,0,0,1,0,0
2028/2/26,0,0,0,0,0,0,0,0,0,0,0,0
2028/2/27,0,0,0,0,0,0,0,0,0,0,0,0
2028/2/28,1,1,1,1,1,0,0,1,0,1,0,0
2028/2/29,1,1,1,1,1,0,0,1,0,0,0,0
2028/3/1,1,1,1,0,1,0,0,0,0,1,0,0
2028/3/2,1,1,1,1,1,0,0,0,0,0,0,0
2028/3/3,1,1,1,1,1,0,0,0,0,1,0,0
2028/3/4,0,0,0,0,0,0,0,0,0,0,0,0
2028/3/5,0,0,0,0,0,0,0,0,0,0,0,0
2028/3/6,1,1,1,1,1,0,0,1,0,1,0,0
2028/3/7,1,1,1,1,1,0,0,1,0,0,0,0
2028/3/8,1,1,1,0,1,0,0,0,0,1,0,0
2028/3/9,1,1,1,1,1,0,0,0,0,0,0,0
2028/3/10,1,1,1,1,1,0,0,0,0,1,0,0
2028/3/11,0,0,0,0,0,0,0,0,0,0,0,0
2028/3/12,0,0,0,0,0,0,0,0,0,0,0,0
2028/3/13,1,1,1,1,1,0,0,1,0,1,0,0
2028/3/14,1,1,1,1,1,0,0,1,0,0,0,0
2028/3/15,1,1,1,0,1,0,0,0,0,1,0,0
2028/3/16,1,1,1,1,1,0,0,0,0,0,0,0
2028/3/17,1,1,1,1,1,0,0,0,0,1,0,0
2028/3/18,0,0,0,0,0,0,0,0,0,0,0,0
2028/3/19,0,0,0,0,0,0,0,0,0,0,0,0
2028/3/20,1,1,1,1,1,0,0,1,0,1,0,0
2028/3/21,1,1,1,1,1,0,0,1,0,0,0,0
2028/3/22,1,1,1,0,1,0,0,0,0,1,0,0
2028/3/23,1,1,1,1,1,0,0,0,0,0,0,0
2028/3/24,1,1,1,1,1,0,0,0,0,1,0,0
2028/3/25,0,0,0,0,0,0,0,0,0,0,0,0
2028/3/26,0,0,0,0,0,0,0,0,0,0,0,0
2028/3/27,1,1,1,1,1,0,0,1,0,1,0,0
2028/3/28,1,1,1,1,1,0,0,1,0,0,0,0
2028/3/29,1,1,1,0,1,0,0,0,0,1,0,0
2028/3/30,1,1,1,1,1,0,0,0,0,0,0,0
2028/3/31,1,1,1,1,1,0,0,0,0,1,0,0
